quantity,days_remaining,machine_availability,labour_availability,material_delay_days,base_capacity,required_daily_output,capacity_ratio,risk_class
1592,20,0.9500000000000002,0.7,3,350.0,79.6,0.40235041384975034,MEDIUM
3122,12,0.9000000000000001,0.9500000000000002,5,325.0,260.1666666666667,1.6050382366171834,HIGH
1411,21,1.0000000000000002,0.7,3,250.0,67.19047619047619,0.44793650793650786,MEDIUM
1985,5,0.8,0.75,5,350.0,397.0,9.452380952380953,HIGH
1105,29,0.8500000000000001,0.75,2,250.0,38.10344827586207,0.2567901234567901,MEDIUM
3464,24,0.7,0.8500000000000001,1,250.0,144.33333333333334,1.0124954329557907,MEDIUM
704,28,0.9000000000000001,0.8,0,300.0,25.142857142857142,0.11640211640211637,MEDIUM
518,9,0.75,1.0000000000000002,0,325.0,57.55555555555556,0.23612535612535607,MEDIUM
2241,25,0.75,1.0000000000000002,2,325.0,89.64,0.39973244147157183,MEDIUM
1843,16,0.7,0.7,1,300.0,115.1875,0.835827664399093,MEDIUM
3293,26,0.8500000000000001,1.0000000000000002,2,300.0,126.65384615384616,0.5380718954248365,LOW
3006,9,1.0000000000000002,0.75,5,350.0,334.0,2.862857142857142,HIGH
1623,8,0.7,0.75,1,300.0,202.875,1.472108843537415,HIGH
2491,10,0.7,0.7,4,250.0,249.1,3.389115646258504,HIGH
2509,23,0.8,0.8500000000000001,5,350.0,109.08695652173913,0.5856676003734826,MEDIUM
2100,16,0.9500000000000002,0.75,0,250.0,131.25,0.7368421052631576,MEDIUM
1194,14,0.9000000000000001,0.9500000000000002,4,275.0,85.28571428571429,0.5078149920255183,MEDIUM
802,17,0.7,0.75,6,325.0,47.1764705882353,0.42730602730602735,MEDIUM
1108,8,0.7,0.8,3,250.0,138.5,1.5828571428571427,HIGH
749,5,0.75,0.9500000000000002,0,350.0,149.8,0.6007017543859648,MEDIUM
2610,26,0.8500000000000001,0.8500000000000001,2,350.0,100.38461538461539,0.43005437469105273,LOW
2638,16,0.75,0.8,1,300.0,164.875,0.977037037037037,MEDIUM
2509,11,1.0000000000000002,0.9000000000000001,5,275.0,228.0909090909091,1.689562289562289,HIGH
3453,16,0.8500000000000001,0.75,0,300.0,215.8125,1.1284313725490194,HIGH
1435,24,0.8500000000000001,0.9000000000000001,0,325.0,59.791666666666664,0.24048935813641686,LOW
1303,20,0.75,0.7,5,350.0,65.15,0.47274376417233555,MEDIUM
2716,15,0.7,0.9500000000000002,6,275.0,181.06666666666666,1.6501860712387024,HIGH
435,18,1.0000000000000002,1.0000000000000002,5,325.0,24.166666666666668,0.10295857988165677,MEDIUM
3316,27,0.8500000000000001,0.7,0,325.0,122.81481481481481,0.6351121645239292,MEDIUM
2237,8,0.9500000000000002,0.9500000000000002,0,350.0,279.625,0.8852394143252866,MEDIUM
2730,23,1.0000000000000002,0.9000000000000001,3,250.0,118.69565217391305,0.6066666666666665,MEDIUM
2892,12,0.9500000000000002,0.9000000000000001,5,275.0,241.0,1.757120072909546,HIGH
3180,12,0.7,0.7,5,350.0,265.0,2.6488962932111626,HIGH
3188,3,0.8,0.8500000000000001,2,350.0,1062.6666666666667,13.394957983193276,HIGH
2492,13,0.8,0.9000000000000001,4,275.0,191.69230769230768,1.398428731762065,HIGH
2182,28,0.9500000000000002,0.75,3,350.0,77.92857142857143,0.3499949874686716,MEDIUM
924,22,0.9000000000000001,0.9500000000000002,0,250.0,42.0,0.19649122807017538,LOW
901,24,0.75,1.0000000000000002,4,250.0,37.541666666666664,0.24026666666666663,MEDIUM
265,24,0.9000000000000001,1.0000000000000002,5,250.0,11.041666666666666,0.06198830409356723,MEDIUM
1423,26,0.9500000000000002,0.8500000000000001,4,350.0,54.73076923076923,0.22886092235937433,MEDIUM
744,20,0.8500000000000001,1.0000000000000002,1,325.0,37.2,0.1417480352464872,LOW
1660,26,0.8,0.8,3,325.0,63.84615384615385,0.346989966555184,MEDIUM
2516,14,0.9000000000000001,1.0000000000000002,6,325.0,179.71428571428572,1.0752136752136747,MEDIUM
2263,19,0.8,1.0000000000000002,6,250.0,119.10526315789474,0.8703846153846151,MEDIUM
1910,19,0.9000000000000001,0.9500000000000002,1,300.0,100.52631578947368,0.41368854234351293,LOW
1191,16,1.0000000000000002,0.75,4,250.0,74.4375,0.5293333333333332,MEDIUM
969,13,0.75,1.0000000000000002,6,325.0,74.53846153846153,0.5679120879120877,MEDIUM
791,21,0.9500000000000002,0.75,6,250.0,37.666666666666664,0.2960467836257309,MEDIUM
1660,21,0.8500000000000001,0.9500000000000002,5,350.0,79.04761904761905,0.36709420610349386,MEDIUM
2827,27,0.8500000000000001,0.9500000000000002,2,300.0,104.70370370370371,0.4667905056759544,LOW
1188,9,0.75,0.9000000000000001,3,250.0,132.0,1.1733333333333331,HIGH
2308,25,0.7,0.7,4,325.0,92.32,0.6901397921806086,MEDIUM
2156,10,0.9500000000000002,0.8,0,250.0,215.6,1.1347368421052628,HIGH
1997,16,0.7,0.75,1,325.0,124.8125,0.7802686202686203,MEDIUM
2995,7,0.7,0.8,6,350.0,427.85714285714283,15.28061224489796,HIGH
2556,16,0.9500000000000002,0.8,4,300.0,159.75,0.9342105263157893,MEDIUM
2049,3,0.9500000000000002,0.8,6,250.0,683.0,10.784210526315785,HIGH
3262,15,0.8500000000000001,0.8500000000000001,5,275.0,217.46666666666667,1.6417741428122046,HIGH
1420,12,0.75,0.9500000000000002,5,300.0,118.33333333333333,0.9490392648287385,MEDIUM
1692,11,0.75,1.0000000000000002,0,250.0,153.8181818181818,0.8203636363636362,MEDIUM
1770,12,0.8,0.8500000000000001,2,275.0,147.5,0.9465240641711229,MEDIUM
1143,24,0.75,0.75,2,300.0,47.625,0.30787878787878786,MEDIUM
3271,11,0.9500000000000002,0.75,1,325.0,297.3636363636364,1.4125775978407555,HIGH
987,15,0.75,0.7,0,325.0,65.8,0.38564102564102565,MEDIUM
2139,13,0.9500000000000002,1.0000000000000002,0,350.0,164.53846153846155,0.49485251590514734,LOW
2338,11,0.75,0.9500000000000002,2,250.0,212.54545454545453,1.4584015594541908,HIGH
3263,9,1.0000000000000002,0.8,5,250.0,362.55555555555554,4.0787499999999985,HIGH
1926,18,0.7,0.9000000000000001,5,325.0,107.0,0.7235841081994928,MEDIUM
1230,5,0.8500000000000001,0.9000000000000001,5,325.0,246.0,4.9472096530920044,HIGH
772,3,0.9500000000000002,1.0000000000000002,0,300.0,257.3333333333333,0.9029239766081867,MEDIUM
890,19,0.8,0.9000000000000001,1,300.0,46.8421052631579,0.2289094650205761,MEDIUM
1996,7,1.0000000000000002,0.8500000000000001,1,300.0,285.14285714285717,1.3045751633986924,HIGH
2468,5,0.9500000000000002,1.0000000000000002,2,300.0,493.6,2.886549707602338,HIGH
3122,10,1.0000000000000002,0.7,6,250.0,312.2,4.459999999999999,HIGH
512,28,0.7,0.9500000000000002,3,250.0,18.285714285714285,0.12318796992481201,MEDIUM
362,23,1.0000000000000002,0.9500000000000002,3,275.0,15.73913043478261,0.06928229665071768,MEDIUM
2850,20,0.8500000000000001,0.9000000000000001,0,275.0,142.5,0.6773618538324419,LOW
2622,18,1.0000000000000002,0.8500000000000001,3,300.0,145.66666666666666,0.6854901960784312,MEDIUM
896,11,0.7,0.75,0,300.0,81.45454545454545,0.5171717171717172,MEDIUM
1249,23,0.9500000000000002,0.9000000000000001,1,275.0,54.30434782608695,0.24145763858682512,LOW
1393,26,0.7,1.0000000000000002,4,300.0,53.57692307692308,0.30151515151515146,MEDIUM
1543,28,0.7,0.7,5,350.0,55.107142857142854,0.3911775890480416,MEDIUM
3347,24,0.9500000000000002,1.0000000000000002,3,350.0,139.45833333333334,0.4793412101682777,MEDIUM
1830,27,1.0000000000000002,0.8,5,325.0,67.77777777777777,0.3199300699300699,MEDIUM
590,25,0.8500000000000001,0.7,0,300.0,23.6,0.13221288515406163,MEDIUM
356,8,0.8,0.9000000000000001,2,275.0,44.5,0.29966329966329963,MEDIUM
391,19,0.7,1.0000000000000002,6,350.0,20.57894736842105,0.1227629513343799,MEDIUM
1906,26,0.8500000000000001,0.7,1,275.0,73.3076923076923,0.4659434682964094,MEDIUM
2152,28,0.8,0.8,1,300.0,76.85714285714286,0.41512345679012347,MEDIUM
2467,18,0.8,0.75,0,250.0,137.05555555555554,0.9137037037037036,MEDIUM
1598,16,0.75,0.9000000000000001,6,350.0,99.875,0.6764021164021163,MEDIUM
429,16,0.8500000000000001,0.7,5,350.0,26.8125,0.18727490996398558,MEDIUM
2228,6,0.8500000000000001,0.9000000000000001,0,350.0,371.3333333333333,1.3868658574540922,HIGH
1633,26,1.0000000000000002,0.75,4,250.0,62.80769230769231,0.3958787878787878,MEDIUM
2792,19,0.7,0.9500000000000002,4,300.0,146.94736842105263,0.9329991645781118,MEDIUM
418,14,0.8,0.9500000000000002,1,275.0,29.857142857142858,0.15384615384615383,MEDIUM
2999,14,0.7,0.8,1,250.0,214.21428571428572,1.6478021978021977,HIGH
1856,23,0.75,0.8,0,350.0,80.69565217391305,0.38426501035196686,MEDIUM
2541,4,0.75,0.8,6,300.0,635.25,14.116666666666667,HIGH
3162,4,0.9000000000000001,0.7,5,300.0,790.5,16.730158730158728,HIGH
2939,8,0.8,0.9000000000000001,6,275.0,367.375,7.42171717171717,HIGH
2326,7,0.9500000000000002,0.8,4,250.0,332.2857142857143,4.080701754385964,HIGH
2145,23,0.8,0.9000000000000001,0,275.0,93.26086956521739,0.4710144927536231,MEDIUM
1458,23,0.7,1.0000000000000002,2,325.0,63.391304347826086,0.3051805337519623,MEDIUM
869,26,0.7,0.9500000000000002,1,250.0,33.42307692307692,0.20908270676691726,MEDIUM
2789,27,0.8,0.9000000000000001,3,250.0,103.29629629629629,0.6456018518518517,MEDIUM
918,15,0.9500000000000002,1.0000000000000002,5,350.0,61.2,0.27609022556390966,MEDIUM
1616,5,0.7,0.75,6,275.0,323.2,11.193073593073594,HIGH
2891,22,0.9500000000000002,1.0000000000000002,5,250.0,131.4090909090909,0.716037151702786,MEDIUM
3206,16,0.9000000000000001,0.8500000000000001,5,325.0,200.375,1.1722656428538776,HIGH
895,21,0.9500000000000002,0.75,6,300.0,42.61904761904762,0.2791423001949317,MEDIUM
1674,3,1.0000000000000002,0.9500000000000002,5,350.0,558.0,5.034586466165412,HIGH
2898,10,0.75,0.9000000000000001,2,250.0,289.8,2.1466666666666665,HIGH
1661,10,0.8,0.9000000000000001,3,325.0,166.1,1.014041514041514,MEDIUM
1117,17,0.75,0.7,3,250.0,65.70588235294117,0.6078911564625851,MEDIUM
424,9,0.8500000000000001,0.75,1,325.0,47.111111111111114,0.25580693815987926,MEDIUM
2270,8,0.8,0.8500000000000001,0,250.0,283.75,1.6691176470588232,HIGH
2443,18,0.9000000000000001,1.0000000000000002,1,350.0,135.72222222222223,0.45620915032679726,LOW
400,17,1.0000000000000002,0.7,1,300.0,23.529411764705884,0.11904761904761903,MEDIUM
2703,8,0.75,0.9000000000000001,3,275.0,337.875,2.912323232323232,HIGH
3407,16,0.75,0.8500000000000001,4,325.0,212.9375,1.3703368526897937,HIGH
2538,27,0.9000000000000001,1.0000000000000002,4,275.0,94.0,0.4458498023715413,MEDIUM
655,27,0.8,0.8500000000000001,6,300.0,24.25925925925926,0.15289449112978523,MEDIUM
2392,10,0.8500000000000001,1.0000000000000002,0,350.0,239.2,0.8040336134453778,LOW
2691,15,0.8500000000000001,0.8,3,300.0,179.4,1.0992647058823528,MEDIUM
1210,11,0.7,0.9000000000000001,5,300.0,110.0,1.0670194003527336,MEDIUM
1478,5,0.9500000000000002,0.75,0,350.0,295.6,1.1853634085213032,HIGH
2446,3,0.75,0.8500000000000001,0,250.0,815.3333333333334,5.115816993464052,HIGH
1171,16,0.9500000000000002,1.0000000000000002,2,350.0,73.1875,0.25155746509129956,LOW
383,21,0.75,0.8,6,275.0,18.238095238095237,0.15474747474747474,MEDIUM
2037,20,0.75,0.75,1,250.0,101.85,0.7623859649122807,MEDIUM
993,30,0.9000000000000001,0.8500000000000001,5,325.0,33.1,0.1597586726998491,MEDIUM
3014,24,0.9500000000000002,0.7,1,350.0,125.58333333333333,0.5630224629897725,MEDIUM
1319,8,0.8500000000000001,0.8,3,350.0,164.875,1.1084033613445377,HIGH
1136,21,1.0000000000000002,1.0000000000000002,0,350.0,54.095238095238095,0.15455782312925165,LOW
350,22,0.7,0.8500000000000001,0,300.0,15.909090909090908,0.089126559714795,MEDIUM
566,16,0.9000000000000001,0.9500000000000002,2,300.0,35.375,0.1576162628794207,LOW
741,7,0.7,0.9500000000000002,5,300.0,105.85714285714286,1.857142857142857,HIGH
2963,11,0.8,0.8,5,275.0,269.3636363636364,2.805871212121212,HIGH
1131,15,1.0000000000000002,1.0000000000000002,2,325.0,75.4,0.2676923076923076,LOW
1508,21,0.8,0.8,4,275.0,71.80952380952381,0.5040106951871658,MEDIUM
1765,6,0.75,0.9000000000000001,4,250.0,294.1666666666667,5.2296296296296285,HIGH
933,9,0.8500000000000001,0.8,2,325.0,103.66666666666667,0.6031027795733677,MEDIUM
1144,9,0.8500000000000001,0.7,4,275.0,127.11111111111111,1.3983193277310926,HIGH
3016,3,0.8,0.75,1,350.0,1005.3333333333334,7.180952380952381,HIGH
1304,29,0.7,0.7,6,275.0,44.96551724137931,0.4207469549084456,MEDIUM
999,14,0.9000000000000001,0.7,3,275.0,71.35714285714286,0.5242030696576151,MEDIUM
2935,28,1.0000000000000002,0.9000000000000001,4,275.0,104.82142857142857,0.49410774410774394,MEDIUM
1721,21,0.8500000000000001,0.8,2,250.0,81.95238095238095,0.5328173374613002,MEDIUM
1315,8,0.9500000000000002,0.7,6,325.0,164.375,3.042220936957779,HIGH
2325,12,0.9500000000000002,1.0000000000000002,2,325.0,193.75,0.7530364372469632,LOW
2701,28,0.75,0.7,2,250.0,96.46428571428571,0.7915018315018315,MEDIUM
2396,10,1.0000000000000002,1.0000000000000002,6,275.0,239.6,2.1781818181818173,HIGH
2324,14,0.7,0.8500000000000001,3,350.0,166.0,1.0145148968678381,MEDIUM
926,30,1.0000000000000002,0.8500000000000001,6,250.0,30.866666666666667,0.18156862745098035,MEDIUM
3275,10,0.9500000000000002,0.7,4,250.0,327.5,3.283208020050125,HIGH
2921,19,0.8,0.8500000000000001,1,275.0,153.73684210526315,0.8677956030897206,MEDIUM
734,19,0.75,0.9000000000000001,2,250.0,38.63157894736842,0.25586056644880173,MEDIUM
537,8,0.8500000000000001,0.7,5,250.0,67.125,1.203361344537815,HIGH
1488,24,0.8,1.0000000000000002,2,325.0,62.0,0.2601398601398601,MEDIUM
2050,3,0.75,0.9500000000000002,2,350.0,683.3333333333334,8.220551378446114,HIGH
1060,3,0.9500000000000002,1.0000000000000002,0,350.0,353.3333333333333,1.0626566416040095,MEDIUM
3428,23,0.9000000000000001,0.7,6,350.0,149.04347826086956,0.9144991329865279,MEDIUM
2069,7,0.75,0.8500000000000001,4,350.0,295.57142857142856,3.0909430438842196,HIGH
1379,20,0.9000000000000001,0.7,4,300.0,68.95,0.45601851851851843,MEDIUM
327,29,0.75,0.8500000000000001,4,275.0,11.275862068965518,0.07460962566844918,MEDIUM
760,11,0.75,0.8500000000000001,1,250.0,69.0909090909091,0.4768627450980391,MEDIUM
2538,8,0.75,0.9500000000000002,2,350.0,317.25,1.696240601503759,HIGH
1612,3,0.7,0.8500000000000001,4,275.0,537.3333333333334,9.851795263559968,HIGH
1897,13,0.8500000000000001,0.9500000000000002,2,300.0,145.92307692307693,0.7118866685430151,LOW
2996,4,0.9000000000000001,0.8,4,250.0,749.0,16.644444444444442,HIGH
1182,5,0.75,0.9500000000000002,5,275.0,236.4,6.032535885167463,HIGH
1422,4,0.8500000000000001,0.7,5,300.0,355.5,7.966386554621849,HIGH
711,25,0.7,1.0000000000000002,6,250.0,28.44,0.21383458646616538,MEDIUM
1415,27,0.75,0.75,6,300.0,52.407407407407405,0.39929453262786596,MEDIUM
2356,8,0.8,1.0000000000000002,3,325.0,294.5,1.812307692307692,HIGH
3471,18,0.7,0.8500000000000001,5,300.0,192.83333333333334,1.4957983193277309,HIGH
415,5,0.8,0.9500000000000002,6,325.0,83.0,1.6801619433198376,HIGH
671,18,0.9000000000000001,0.8500000000000001,2,250.0,37.27777777777778,0.21928104575163393,LOW
625,27,0.8500000000000001,0.8500000000000001,5,325.0,23.14814814814815,0.1209862801558303,MEDIUM
1861,4,0.7,0.7,0,275.0,465.25,3.452690166975881,HIGH
2213,29,0.7,0.7,1,325.0,76.3103448275862,0.49629961874859846,MEDIUM
2179,30,0.8,0.8500000000000001,4,250.0,72.63333333333334,0.49298642533936643,MEDIUM
1770,27,0.7,0.9000000000000001,1,250.0,65.55555555555556,0.4322344322344322,MEDIUM
2372,23,1.0000000000000002,0.9500000000000002,6,250.0,103.1304347826087,0.5874922600619193,MEDIUM
2249,4,0.8,0.8,2,250.0,562.25,7.028125,HIGH
738,28,0.75,1.0000000000000002,3,350.0,26.357142857142858,0.11245714285714282,MEDIUM
3123,14,0.8,0.7,1,275.0,223.07142857142858,1.55994005994006,HIGH
695,17,0.75,0.9500000000000002,2,275.0,40.88235294117647,0.23646996278575225,MEDIUM
384,26,1.0000000000000002,0.75,5,250.0,14.76923076923077,0.09752380952380948,MEDIUM
673,14,0.9000000000000001,0.75,4,275.0,48.07142857142857,0.36255892255892247,MEDIUM
662,22,0.9500000000000002,0.7,1,275.0,30.09090909090909,0.1723789994466686,MEDIUM
310,8,1.0000000000000002,0.8,2,275.0,38.75,0.23484848484848478,MEDIUM
2549,4,0.75,0.8500000000000001,3,275.0,637.25,14.539750445632796,HIGH
3157,5,0.8500000000000001,0.8,4,350.0,631.4,13.264705882352938,HIGH
2595,6,0.9500000000000002,0.9500000000000002,1,325.0,432.5,1.769443852546345,HIGH
2159,13,0.75,0.8,6,300.0,166.07692307692307,1.7134920634920636,HIGH
1943,15,0.8500000000000001,0.8500000000000001,6,275.0,129.53333333333333,1.0865750934955083,MEDIUM
1811,5,0.9500000000000002,0.9500000000000002,5,325.0,362.2,6.174302152141485,HIGH
1622,19,0.8,0.7,4,250.0,85.36842105263158,0.7723809523809524,MEDIUM
1377,27,0.9500000000000002,0.8500000000000001,3,250.0,51.0,0.2842105263157894,MEDIUM
1782,7,0.8500000000000001,0.9500000000000002,5,350.0,254.57142857142858,3.1525873507297644,HIGH
1551,13,0.75,1.0000000000000002,0,325.0,119.3076923076923,0.4894674556213017,MEDIUM
282,30,0.9000000000000001,0.7,3,275.0,9.4,0.06028539361872695,MEDIUM
449,18,0.8,0.8,5,275.0,24.944444444444443,0.19624125874125875,MEDIUM
2872,6,0.7,0.7,3,350.0,478.6666666666667,5.582118561710399,HIGH
3375,8,1.0000000000000002,0.9500000000000002,0,350.0,421.875,1.2687969924812026,HIGH
605,14,0.9000000000000001,0.8500000000000001,4,250.0,43.214285714285715,0.3163398692810457,MEDIUM
2963,4,0.8500000000000001,0.7,0,300.0,740.75,4.149859943977591,HIGH
2519,19,1.0000000000000002,0.9500000000000002,4,325.0,132.57894736842104,0.5439136302294195,MEDIUM
1833,28,1.0000000000000002,0.7,2,325.0,65.46428571428571,0.30989010989010984,MEDIUM
1190,17,0.8,0.9000000000000001,5,300.0,70.0,0.4591049382716049,MEDIUM
1350,11,0.8,0.75,1,325.0,122.72727272727273,0.6923076923076923,MEDIUM
933,22,0.8,0.8,0,350.0,42.40909090909091,0.1893262987012987,MEDIUM
2841,22,0.8,0.7,2,250.0,129.13636363636363,1.0146428571428572,MEDIUM
3292,13,0.7,1.0000000000000002,4,325.0,253.23076923076923,1.6078144078144077,HIGH
1222,14,0.9000000000000001,0.75,4,325.0,87.28571428571429,0.5570370370370369,MEDIUM
471,17,0.9500000000000002,0.9500000000000002,3,250.0,27.705882352941178,0.14910961614562718,MEDIUM
1665,9,0.9500000000000002,0.7,1,275.0,185.0,1.1380724538619273,HIGH
3075,11,1.0000000000000002,0.9000000000000001,3,325.0,279.54545454545456,1.3141025641025637,HIGH
2405,12,0.9500000000000002,1.0000000000000002,2,250.0,200.41666666666666,1.0126315789473679,MEDIUM
1385,14,0.9500000000000002,1.0000000000000002,3,250.0,98.92857142857143,0.5301435406698561,MEDIUM
1242,13,0.9500000000000002,0.7,0,250.0,95.53846153846153,0.5746674378253325,MEDIUM
514,7,1.0000000000000002,0.8500000000000001,2,325.0,73.42857142857143,0.3721266968325791,LOW
600,30,0.7,0.9000000000000001,5,250.0,20.0,0.15238095238095237,MEDIUM
3112,17,1.0000000000000002,0.8,2,325.0,183.05882352941177,0.7979487179487178,MEDIUM
1168,11,0.7,0.9500000000000002,1,250.0,106.18181818181819,0.7025563909774435,MEDIUM
2133,22,1.0000000000000002,0.75,3,300.0,96.95454545454545,0.4989473684210525,MEDIUM
3262,8,0.8500000000000001,0.9500000000000002,5,275.0,407.75,4.896519373299557,HIGH
1513,28,0.7,1.0000000000000002,6,275.0,54.035714285714285,0.3572609208972844,MEDIUM
2874,8,0.9500000000000002,0.7,5,250.0,359.25,5.762406015037593,HIGH
1800,14,1.0000000000000002,0.8,2,250.0,128.57142857142858,0.7499999999999998,MEDIUM
2486,8,0.9500000000000002,0.9000000000000001,3,325.0,310.75,1.7892937471884833,HIGH
2703,9,0.8500000000000001,0.75,6,300.0,300.3333333333333,4.71111111111111,HIGH
963,4,0.7,0.7,0,250.0,240.75,1.9653061224489798,HIGH
597,24,0.9500000000000002,0.8500000000000001,0,300.0,24.875,0.10268317853457169,LOW
2771,4,0.8,0.7,5,350.0,692.75,14.137755102040817,HIGH
1454,23,0.9500000000000002,0.9000000000000001,2,250.0,63.21739130434783,0.3239209133945975,LOW
1016,28,0.9000000000000001,0.9000000000000001,5,325.0,36.285714285714285,0.16780213881663147,MEDIUM
2153,6,0.9500000000000002,0.8500000000000001,4,250.0,358.8333333333333,5.332507739938079,HIGH
1738,30,0.9500000000000002,0.9500000000000002,1,350.0,57.93333333333333,0.18973022392642216,LOW
582,9,1.0000000000000002,0.75,4,275.0,64.66666666666667,0.5643636363636363,MEDIUM
3246,22,0.9500000000000002,0.8,1,325.0,147.54545454545453,0.6257952573742046,MEDIUM
3078,10,1.0000000000000002,0.9000000000000001,5,300.0,307.8,2.279999999999999,HIGH
1187,26,0.9000000000000001,0.9500000000000002,5,250.0,45.65384615384615,0.2644388749651907,MEDIUM
253,20,0.75,1.0000000000000002,1,275.0,12.65,0.06456140350877192,MEDIUM
512,12,0.7,0.8500000000000001,3,300.0,42.666666666666664,0.3187052598817304,MEDIUM
1629,16,0.9500000000000002,0.9000000000000001,1,250.0,101.8125,0.5080701754385962,LOW
3483,10,0.9000000000000001,0.9500000000000002,3,300.0,348.3,1.9398496240601495,HIGH
3467,25,0.9500000000000002,0.7,0,350.0,138.68,0.5958324382384532,MEDIUM
1955,20,0.8500000000000001,0.7,6,325.0,97.75,0.7221350078492934,MEDIUM
2656,18,0.7,1.0000000000000002,0,250.0,147.55555555555554,0.8431746031746029,MEDIUM
2798,28,0.9000000000000001,0.75,1,300.0,99.92857142857143,0.5117512574302696,MEDIUM
1222,26,0.8,0.8,4,250.0,47.0,0.3471590909090909,MEDIUM
530,20,0.9000000000000001,1.0000000000000002,2,325.0,26.5,0.10066476733143395,LOW
412,18,0.9000000000000001,0.8,4,275.0,22.88888888888889,0.1486291486291486,MEDIUM
3446,11,0.75,0.7,5,350.0,313.27272727272725,3.12562358276644,HIGH
799,6,0.8500000000000001,1.0000000000000002,4,325.0,133.16666666666666,1.4461538461538455,HIGH
3437,24,0.75,0.8,5,325.0,143.20833333333334,0.9276653171390014,MEDIUM
1106,7,0.9000000000000001,0.7,1,350.0,158.0,0.8359788359788359,MEDIUM
1473,5,1.0000000000000002,0.9000000000000001,5,300.0,294.6,5.455555555555553,HIGH
2732,23,0.7,0.9500000000000002,4,275.0,118.78260869565217,0.7862718998453069,MEDIUM
692,24,0.8,0.9000000000000001,6,350.0,28.833333333333332,0.15255731922398585,MEDIUM
1639,30,0.7,0.8500000000000001,6,325.0,54.63333333333333,0.35315664727429436,MEDIUM
2334,22,0.9500000000000002,0.8500000000000001,6,300.0,106.0909090909091,0.6021671826625384,MEDIUM
894,29,0.75,0.9500000000000002,0,250.0,30.82758620689655,0.1730671506352087,MEDIUM
